Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.copy.(lambda_expr_5)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,0,3,0,,,,5,1,0,2,2,0,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getArchiveOperations()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getFileSystemOperations()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getIncludeCore()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getIncludeXpack()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getInputDir()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,26,,,,2,,,,23,,,6,18,5,,,,14,6,1,10,14,5,,,9,,,6,6,10,1,1,,,,,0,,2,0,,,0.22,8,8,12,3
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getInputDir.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getInputDir.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getOutputDir()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,0,,,,8,,,1,6,0,,,,5,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getOutputDir.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getPatternSetFactory()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getSourceSet()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,0,,,,6,,,2,4,0,,,,9,1,0,2,3,2,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,0.00,2,2,2,1
Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getSourceSetName()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getTestOutputResourceDir()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,2,2,0,,,,4,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getTestOutputResourceDir.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getTestSourceResourceDir()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,0,,,,18,,,5,14,0,,,,13,3,0,7,10,4,,,6,,,3,3,3,3,3,,,,,3,,2,3,,,0.00,4,4,6,4
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.getTestSourceResourceDir.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,6,1,0,0,0,0,,,0,,,1,1,3,1,0,,,,,0,,0,0,,,0.00,1,1,3,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.isSkipHasRestTestCheck()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.projectHasYamlRestTests()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,,,,1,,,,20,,,3,14,4,,,,10,5,1,7,12,3,,,9,,,5,5,8,5,6,,,,,6,,2,6,,,0.20,7,7,10,7
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.projectHasYamlRestTests.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,4,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestApiTask.projectHasYamlRestTests.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,4,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask",1,1,2,1,9,0,9,1,1,3,3,0,,0,1,,,,11,12,,,,11,11,2,1,3,5,,150,,,,14,,,,125,,,42,76,17,,,,,,,53,72,30,,,42,,,,,,,,6,6,8,1,,2,2,,84,83,0.14,28,28,30,18
Public Constructor,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.CopyRestTestsTask(ProjectLayout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,3,0,,,,6,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.copy()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,44,,,,0,,,,40,,,2,34,6,,,,10,12,1,19,24,2,,,22,,,5,5,5,1,1,,,,,0,,2,0,,,0.15,9,9,9,5
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.copy.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,0,4,0,,,,7,1,0,3,3,0,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.copy.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,7,,,0,6,3,,,,17,1,0,3,3,0,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.43,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.copy.(lambda_expr_2).(lambda_expr_3)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.copy.(lambda_expr_4)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,0,4,0,,,,7,1,0,3,3,0,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.copy.(lambda_expr_5)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,0,3,0,,,,5,1,0,2,2,0,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getArchiveOperations()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getFileSystemOperations()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getIncludeCore()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getIncludeXpack()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getInputDir()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,24,,,,1,,,,22,,,5,17,5,,,,13,6,1,9,13,4,,,9,,,6,6,8,1,1,,,,,0,,2,0,,,0.23,8,8,10,3
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getInputDir.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getInputDir.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getOutputDir()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,0,,,,8,,,1,6,0,,,,5,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getOutputDir.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,1,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getPatternSetFactory()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getSourceSet()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,0,,,,6,,,2,4,0,,,,9,1,0,2,3,2,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,0.00,2,2,2,1
Method,"org.elasticsearch.gradle.test.rest.CopyRestTestsTask.getSourceSetName()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.test.rest.JavaRestTestPlugin",1,1,1,1,25,7,12,6,2,5,5,0,,0,1,,,,1,0,,,,1,1,0,0,0,1,,34,,,,9,,,,16,,,7,11,9,,,,,,,11,13,6,,,7,,,,,,,,1,1,1,1,,1,0,,0,0,0.56,2,2,2,2
Public Method,"org.elasticsearch.gradle.test.rest.JavaRestTestPlugin.apply(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,,,,7,,,,12,,,4,10,6,,,,12,1,0,10,11,4,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.test.rest.JavaRestTestPlugin.apply.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.test.rest.RestResourcesExtension",1,1,1,1,3,0,3,0,1,1,1,0,,0,0,,,,3,2,,,,3,3,2,0,0,1,,52,,,,11,,,,38,,,15,12,3,,,,,,,15,26,14,,,12,,,,,,,,1,1,1,1,,1,0,,33,33,0.08,3,3,3,3
Public Constructor,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.RestResourcesExtension(ObjectFactory)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Static Class,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.RestResourcesSpec",1,1,1,1,3,0,3,0,1,1,1,0,,0,0,,,,5,2,,,,5,5,1,0,0,4,,29,,,,6,,,,23,,,8,8,0,,,,,,,9,16,8,,,8,,,,,,,,2,2,2,1,,1,1,,40,40,0.00,6,6,6,5
Constructor,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.RestResourcesSpec.RestResourcesSpec(ObjectFactory)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,2,0,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.RestResourcesSpec.getIncludeCore()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.RestResourcesSpec.getIncludeXpack()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.RestResourcesSpec.includeCore(String...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.RestResourcesSpec.includeXpack(String...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,6,,,1,3,0,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Method,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.restApi(Action<? super RestResourcesSpec>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Method,"org.elasticsearch.gradle.test.rest.RestResourcesExtension.restTests(Action<? super RestResourcesSpec>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin",1,1,1,1,72,3,65,5,2,6,6,0,,0,1,,,,1,0,,,,1,1,0,0,0,1,,130,,,,5,,,,69,,,26,62,57,,,,,,,42,46,17,,,29,,,,,,,,1,1,1,1,,1,1,,0,0,0.83,6,6,6,4
Public Method,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin.apply(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,72,,,,3,,,,65,,,23,61,5,,,,8,1,0,41,44,15,,,29,,,1,1,1,1,0,,,,,0,,1,0,,,0.08,6,6,6,4
Lambda Method,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin.apply.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,,,,0,,,,21,,,6,19,2,,,,13,2,0,13,14,3,,,11,,,2,2,2,1,1,,,,,0,,0,0,,,0.10,2,2,2,1
Lambda Method,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin.apply.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,,,,0,,,,22,,,6,20,0,,,,13,2,0,14,15,3,,,12,,,2,2,2,1,1,,,,,0,,0,0,,,0.00,2,2,2,1
Lambda Method,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin.apply.(lambda_expr_3)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,0,,,,9,,,1,8,0,,,,5,1,0,2,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,3,3,3,3
Lambda Method,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin.apply.(lambda_expr_3).(lambda_expr_4)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin.apply.(lambda_expr_3).(lambda_expr_5)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,0,3,0,,,,5,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.test.rest.RestResourcesPlugin.apply.(lambda_expr_3).(lambda_expr_5).(lambda_expr_6)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.test.rest.RestTestUtil",1,1,1,1,12,0,9,2,1,6,6,0,,3,0,,,,1,0,,,,4,4,3,1,0,0,,58,,,,6,,,,40,,,11,29,12,,,,,,,17,23,8,,,15,,,,,,,,1,1,1,1,,1,1,,0,0,0.30,7,7,7,7
Private Constructor,"org.elasticsearch.gradle.test.rest.RestTestUtil.RestTestUtil()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Static Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.createTestCluster(Project,SourceSet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,0,,,,7,,,4,4,1,,,,5,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.14,1,1,1,1
Static Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.registerTask(Project,SourceSet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,25,,,,1,,,,19,,,4,16,5,,,,4,1,0,12,14,3,,,11,,,1,1,1,1,0,,,,,0,,1,0,,,0.26,2,2,2,2
Lambda Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.registerTask.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,,,,0,,,,16,,,2,14,1,,,,13,1,0,10,11,1,,,10,,,1,1,1,1,0,,,,,0,,0,0,,,0.06,3,3,4,2
Lambda Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.registerTask.(lambda_expr_1).(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,0,,,,9,,,1,7,0,,,,9,2,0,4,5,1,,,4,,,2,2,3,1,1,,,,,0,,0,0,,,0.00,4,4,5,3
Lambda Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.registerTask.(lambda_expr_1).(lambda_expr_2).(lambda_expr_3)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.registerTask.(lambda_expr_1).(lambda_expr_2).(lambda_expr_4)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,3,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Static Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.setupDependencies(Project,SourceSet)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,,,,0,,,,11,,,1,9,3,,,,2,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.27,3,3,3,3
Lambda Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.setupDependencies.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,0,1,0,,,,5,1,0,1,1,0,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.RestTestUtil.setupDependencies.(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,0,6,0,,,,5,1,0,1,1,0,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin",1,1,1,1,50,5,38,6,2,14,14,0,,0,6,,,,2,0,,,,2,2,0,1,0,1,,116,,,,14,,,,85,,,22,78,17,,,,,,,55,58,19,,,39,,,,,,,,1,1,1,1,,1,0,,0,0,0.20,6,6,6,6
Public Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply(Project)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,97,,,,11,,,,73,,,13,71,13,,,,23,1,0,48,49,11,,,38,,,1,1,1,1,0,,,,,0,,0,0,,,0.18,5,5,5,5
Lambda Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply.(lambda_expr_1)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,,,,0,,,,20,,,0,19,0,,,,5,1,0,11,11,0,,,11,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,4,4,4,4
Lambda Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply.(lambda_expr_1).(lambda_expr_2)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,0,3,0,,,,5,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply.(lambda_expr_1).(lambda_expr_3)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,0,3,0,,,,5,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply.(lambda_expr_1).(lambda_expr_4)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,0,4,0,,,,6,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply.(lambda_expr_10)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,0,1,0,,,,2,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Lambda Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply.(lambda_expr_5)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,,,,0,,,,20,,,0,19,0,,,,5,1,0,11,11,0,,,11,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,4,4,4,4
Lambda Method,"org.elasticsearch.gradle.test.rest.YamlRestCompatTestPlugin.apply.(lambda_expr_5).(lambda_expr_6)()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,0,3,0,,,,5,1,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
